Year,Month,Day,Pot_Solar_GW
2028,8,3,48.86
2028,8,4,48.86
2028,8,5,48.86
2028,8,6,48.86
2028,8,7,48.86
2028,8,8,48.86
2028,8,9,48.86
2028,8,10,48.86
2028,8,11,48.86
2028,8,12,48.86
2028,8,13,48.86
2028,8,14,48.86
2028,8,15,48.86
2028,8,16,48.86
2028,8,17,48.86
2028,8,18,48.86
2028,8,19,48.86
2028,8,20,48.86
2028,8,21,48.86
2028,8,22,48.86
2028,8,23,48.86
2028,8,24,48.86
2028,8,25,48.86
2028,8,26,48.86
2028,8,27,48.86
2028,8,28,48.86
2028,8,29,48.86
2028,8,30,48.86
2028,8,31,48.86
2028,9,1,48.86
2028,9,2,48.86
2028,9,3,48.86
2028,9,4,48.86
2028,9,5,48.86
2028,9,6,48.86
2028,9,7,48.86
2028,9,8,48.86
2028,9,9,48.86
2028,9,10,48.86
2028,9,11,48.86
2028,9,12,48.86
2028,9,13,48.86
2028,9,14,48.86
2028,9,15,48.86
2028,9,16,48.86
2028,9,17,48.86
2028,9,18,48.86
2028,9,19,48.86
2028,9,20,48.86
2028,9,21,48.86
2028,9,22,48.86
2028,9,23,48.86
2028,9,24,48.86
2028,9,25,48.86
2028,9,26,48.86
2028,9,27,48.86
2028,9,28,48.86
2028,9,29,48.86
2028,9,30,48.86
2028,10,1,48.86
2028,10,2,48.86
2028,10,3,48.86
2028,10,4,48.86
2028,10,5,48.86
2028,10,6,48.86
2028,10,7,48.86
2028,10,8,48.86
2028,10,9,48.86
2028,10,10,48.86
2028,10,11,48.86
2028,10,12,48.86
2028,10,13,48.86
2028,10,14,48.86
2028,10,15,48.86
2028,10,16,48.86
2028,10,17,48.86
2028,10,18,48.86
2028,10,19,48.86
2028,10,20,48.86
2028,10,21,48.86
2028,10,22,48.86
2028,10,23,48.86
2028,10,24,48.86
2028,10,25,48.86
2028,10,26,48.86
2028,10,27,48.86
2028,10,28,48.86
2028,10,29,48.86
2028,10,30,48.86
2028,10,31,48.86
2028,11,1,48.86
2028,11,2,48.86
2028,11,3,48.86
2028,11,4,48.86
2028,11,5,48.86
2028,11,6,48.86
2028,11,7,48.86
2028,11,8,48.86
2028,11,9,48.86
2028,11,10,48.86
2028,11,11,48.86
2028,11,12,48.86
2028,11,13,48.86
2028,11,14,48.86
2028,11,15,48.86
2028,11,16,48.86
2028,11,17,48.86
2028,11,18,48.86
2028,11,19,48.86
2028,11,20,48.86
2028,11,21,48.86
2028,11,22,48.86
2028,11,23,48.86
2028,11,24,48.86
2028,11,25,48.86
2028,11,26,48.86
2028,11,27,48.86
2028,11,28,48.86
2028,11,29,48.86
2028,11,30,48.86
2028,12,1,48.86
2028,12,2,48.86
2028,12,3,48.86
2028,12,4,48.86
2028,12,5,48.86
2028,12,6,48.86
2028,12,7,48.86
2028,12,8,48.86
2028,12,9,48.86
2028,12,10,48.86
2028,12,11,48.86
2028,12,12,48.86
2028,12,13,48.86
2028,12,14,48.86
2028,12,15,48.86
2028,12,16,48.86
2028,12,17,48.86
2028,12,18,48.86
2028,12,19,48.86
2028,12,20,48.86
2028,12,21,48.86
2028,12,22,48.86
2028,12,23,48.86
2028,12,24,48.86
2028,12,25,48.86
2028,12,26,48.86
2028,12,27,48.86
2028,12,28,48.86
2028,12,29,48.86
2028,12,30,48.86
2028,12,31,48.86
2029,1,1,61.3
2029,1,2,61.3
2029,1,3,61.3
2029,1,4,61.3
2029,1,5,61.3
2029,1,6,61.3
2029,1,7,61.3
2029,1,8,61.3
2029,1,9,61.3
2029,1,10,61.3
2029,1,11,61.3
2029,1,12,61.3
2029,1,13,61.3
2029,1,14,61.3
2029,1,15,61.3
2029,1,16,61.3
2029,1,17,61.3
2029,1,18,61.3
2029,1,19,61.3
2029,1,20,61.3
2029,1,21,61.3
2029,1,22,61.3
2029,1,23,61.3
2029,1,24,61.3
2029,1,25,61.3
2029,1,26,61.3
2029,1,27,61.3
2029,1,28,61.3
2029,1,29,61.3
2029,1,30,61.3
2029,1,31,61.3
2029,2,1,61.3
2029,2,2,61.3
2029,2,3,61.3
2029,2,4,61.3
2029,2,5,61.3
2029,2,6,61.3
2029,2,7,61.3
2029,2,8,61.3
2029,2,9,61.3
2029,2,10,61.3
2029,2,11,61.3
2029,2,12,61.3
2029,2,13,61.3
2029,2,14,61.3
2029,2,15,61.3
2029,2,16,61.3
2029,2,17,61.3
2029,2,18,61.3
2029,2,19,61.3
2029,2,20,61.3
2029,2,21,61.3
2029,2,22,61.3
2029,2,23,61.3
2029,2,24,61.3
2029,2,25,61.3
2029,2,26,61.3
2029,2,27,61.3
2029,2,28,61.3
2029,3,1,61.3
2029,3,2,61.3
2029,3,3,61.3
2029,3,4,61.3
2029,3,5,61.3
2029,3,6,61.3
2029,3,7,61.3
2029,3,8,61.3
2029,3,9,61.3
2029,3,10,61.3
2029,3,11,61.3
2029,3,12,61.3
2029,3,13,61.3
2029,3,14,61.3
2029,3,15,61.3
2029,3,16,61.3
2029,3,17,61.3
2029,3,18,61.3
2029,3,19,61.3
2029,3,20,61.3
2029,3,21,61.3
2029,3,22,61.3
2029,3,23,61.3
2029,3,24,61.3
2029,3,25,61.3
2029,3,26,61.3
2029,3,27,61.3
2029,3,28,61.3
2029,3,29,61.3
2029,3,30,61.3
2029,3,31,61.3
2029,4,1,61.3
2029,4,2,61.3
2029,4,3,61.3
2029,4,4,61.3
2029,4,5,61.3
2029,4,6,61.3
2029,4,7,61.3
2029,4,8,61.3
2029,4,9,61.3
2029,4,10,61.3
2029,4,11,61.3
2029,4,12,61.3
2029,4,13,61.3
2029,4,14,61.3
2029,4,15,61.3
2029,4,16,61.3
2029,4,17,61.3
2029,4,18,61.3
2029,4,19,61.3
2029,4,20,61.3
2029,4,21,61.3
2029,4,22,61.3
2029,4,23,61.3
2029,4,24,61.3
2029,4,25,61.3
2029,4,26,61.3
2029,4,27,61.3
2029,4,28,61.3
2029,4,29,61.3
2029,4,30,61.3
2029,5,1,61.3
2029,5,2,61.3
2029,5,3,61.3
2029,5,4,61.3
2029,5,5,61.3
2029,5,6,61.3
2029,5,7,61.3
2029,5,8,61.3
2029,5,9,61.3
2029,5,10,61.3
2029,5,11,61.3
2029,5,12,61.3
2029,5,13,61.3
2029,5,14,61.3
2029,5,15,61.3
2029,5,16,61.3
2029,5,17,61.3
2029,5,18,61.3
2029,5,19,61.3
2029,5,20,61.3
2029,5,21,61.3
2029,5,22,61.3
2029,5,23,61.3
2029,5,24,61.3
2029,5,25,61.3
2029,5,26,61.3
2029,5,27,61.3
2029,5,28,61.3
2029,5,29,61.3
2029,5,30,61.3
2029,5,31,61.3
2029,6,1,61.3
2029,6,2,61.3
2029,6,3,61.3
2029,6,4,61.3
2029,6,5,61.3
2029,6,6,61.3
2029,6,7,61.3
2029,6,8,61.3
2029,6,9,61.3
2029,6,10,61.3
2029,6,11,61.3
2029,6,12,61.3
2029,6,13,61.3
2029,6,14,61.3
2029,6,15,61.3
2029,6,16,61.3
2029,6,17,61.3
2029,6,18,61.3
2029,6,19,61.3
2029,6,20,61.3
2029,6,21,61.3
2029,6,22,61.3
2029,6,23,61.3
2029,6,24,61.3
2029,6,25,61.3
2029,6,26,61.3
2029,6,27,61.3
2029,6,28,61.3
2029,6,29,61.3
2029,6,30,61.3
2029,7,1,61.3
2029,7,2,61.3
2029,7,3,61.3
2029,7,4,61.3
2029,7,5,61.3
2029,7,6,61.3
2029,7,7,61.3
2029,7,8,61.3
2029,7,9,61.3
2029,7,10,61.3
2029,7,11,61.3
2029,7,12,61.3
2029,7,13,61.3
2029,7,14,61.3
2029,7,15,61.3
2029,7,16,61.3
2029,7,17,61.3
2029,7,18,61.3
2029,7,19,61.3
2029,7,20,61.3
2029,7,21,61.3
2029,7,22,61.3
2029,7,23,61.3
2029,7,24,61.3
2029,7,25,61.3
2029,7,26,61.3
2029,7,27,61.3
2029,7,28,61.3
2029,7,29,61.3
2029,7,30,61.3
2029,7,31,61.3
2029,8,1,61.3
2029,8,2,61.3
2029,8,3,61.3
2029,8,4,61.3
2029,8,5,61.3
2029,8,6,61.3
2029,8,7,61.3
2029,8,8,61.3
2029,8,9,61.3
2029,8,10,61.3
2029,8,11,61.3
2029,8,12,61.3
2029,8,13,61.3
2029,8,14,61.3
2029,8,15,61.3
2029,8,16,61.3
2029,8,17,61.3
2029,8,18,61.3
2029,8,19,61.3
2029,8,20,61.3
2029,8,21,61.3
2029,8,22,61.3
2029,8,23,61.3
2029,8,24,61.3
2029,8,25,61.3
2029,8,26,61.3
2029,8,27,61.3
2029,8,28,61.3
2029,8,29,61.3
2029,8,30,61.3
2029,8,31,61.3
2029,9,1,61.3
2029,9,2,61.3
2029,9,3,61.3
2029,9,4,61.3
2029,9,5,61.3
2029,9,6,61.3
2029,9,7,61.3
2029,9,8,61.3
2029,9,9,61.3
2029,9,10,61.3
2029,9,11,61.3
2029,9,12,61.3
2029,9,13,61.3
2029,9,14,61.3
2029,9,15,61.3
2029,9,16,61.3
2029,9,17,61.3
2029,9,18,61.3
2029,9,19,61.3
2029,9,20,61.3
2029,9,21,61.3
2029,9,22,61.3
2029,9,23,61.3
2029,9,24,61.3
2029,9,25,61.3
2029,9,26,61.3
2029,9,27,61.3
2029,9,28,61.3
2029,9,29,61.3
2029,9,30,61.3
2029,10,1,61.3
2029,10,2,61.3
2029,10,3,61.3
2029,10,4,61.3
2029,10,5,61.3
2029,10,6,61.3
2029,10,7,61.3
2029,10,8,61.3
2029,10,9,61.3
2029,10,10,61.3
2029,10,11,61.3
2029,10,12,61.3
2029,10,13,61.3
2029,10,14,61.3
2029,10,15,61.3
2029,10,16,61.3
2029,10,17,61.3
2029,10,18,61.3
2029,10,19,61.3
2029,10,20,61.3
2029,10,21,61.3
2029,10,22,61.3
2029,10,23,61.3
2029,10,24,61.3
2029,10,25,61.3
2029,10,26,61.3
2029,10,27,61.3
2029,10,28,61.3
2029,10,29,61.3
2029,10,30,61.3
2029,10,31,61.3
2029,11,1,61.3
2029,11,2,61.3
2029,11,3,61.3
2029,11,4,61.3
2029,11,5,61.3
2029,11,6,61.3
2029,11,7,61.3
2029,11,8,61.3
2029,11,9,61.3
2029,11,10,61.3
2029,11,11,61.3
2029,11,12,61.3
2029,11,13,61.3
2029,11,14,61.3
2029,11,15,61.3
2029,11,16,61.3
2029,11,17,61.3
2029,11,18,61.3
2029,11,19,61.3
2029,11,20,61.3
2029,11,21,61.3
2029,11,22,61.3
2029,11,23,61.3
2029,11,24,61.3
2029,11,25,61.3
2029,11,26,61.3
2029,11,27,61.3
2029,11,28,61.3
2029,11,29,61.3
2029,11,30,61.3
2029,12,1,61.3
2029,12,2,61.3
2029,12,3,61.3
2029,12,4,61.3
2029,12,5,61.3
2029,12,6,61.3
2029,12,7,61.3
2029,12,8,61.3
2029,12,9,61.3
2029,12,10,61.3
2029,12,11,61.3
2029,12,12,61.3
2029,12,13,61.3
2029,12,14,61.3
2029,12,15,61.3
2029,12,16,61.3
2029,12,17,61.3
2029,12,18,61.3
2029,12,19,61.3
2029,12,20,61.3
2029,12,21,61.3
2029,12,22,61.3
2029,12,23,61.3
2029,12,24,61.3
2029,12,25,61.3
2029,12,26,61.3
2029,12,27,61.3
2029,12,28,61.3
2029,12,29,61.3
2029,12,30,61.3
2029,12,31,61.3
2030,1,1,76.0
2030,1,2,76.0
2030,1,3,76.0
2030,1,4,76.0
2030,1,5,76.0
2030,1,6,76.0
2030,1,7,76.0
2030,1,8,76.0
2030,1,9,76.0
2030,1,10,76.0
2030,1,11,76.0
2030,1,12,76.0
2030,1,13,76.0
2030,1,14,76.0
2030,1,15,76.0
2030,1,16,76.0
2030,1,17,76.0
2030,1,18,76.0
2030,1,19,76.0
2030,1,20,76.0
2030,1,21,76.0
2030,1,22,76.0
2030,1,23,76.0
2030,1,24,76.0
2030,1,25,76.0
2030,1,26,76.0
2030,1,27,76.0
2030,1,28,76.0
2030,1,29,76.0
2030,1,30,76.0
2030,1,31,76.0
2030,2,1,76.0
2030,2,2,76.0
2030,2,3,76.0
2030,2,4,76.0
2030,2,5,76.0
2030,2,6,76.0
2030,2,7,76.0
2030,2,8,76.0
2030,2,9,76.0
2030,2,10,76.0
2030,2,11,76.0
2030,2,12,76.0
2030,2,13,76.0
2030,2,14,76.0
2030,2,15,76.0
2030,2,16,76.0
2030,2,17,76.0
2030,2,18,76.0
2030,2,19,76.0
2030,2,20,76.0
2030,2,21,76.0
2030,2,22,76.0
2030,2,23,76.0
2030,2,24,76.0
2030,2,25,76.0
2030,2,26,76.0
2030,2,27,76.0
2030,2,28,76.0
2030,3,1,76.0
2030,3,2,76.0
2030,3,3,76.0
2030,3,4,76.0
2030,3,5,76.0
2030,3,6,76.0
2030,3,7,76.0
2030,3,8,76.0
2030,3,9,76.0
2030,3,10,76.0
2030,3,11,76.0
2030,3,12,76.0
2030,3,13,76.0
2030,3,14,76.0
2030,3,15,76.0
2030,3,16,76.0
2030,3,17,76.0
2030,3,18,76.0
2030,3,19,76.0
2030,3,20,76.0
2030,3,21,76.0
2030,3,22,76.0
2030,3,23,76.0
2030,3,24,76.0
2030,3,25,76.0
2030,3,26,76.0
2030,3,27,76.0
2030,3,28,76.0
2030,3,29,76.0
2030,3,30,76.0
2030,3,31,76.0
2030,4,1,76.0
2030,4,2,76.0
2030,4,3,76.0
2030,4,4,76.0
2030,4,5,76.0
2030,4,6,76.0
2030,4,7,76.0
2030,4,8,76.0
2030,4,9,76.0
2030,4,10,76.0
2030,4,11,76.0
2030,4,12,76.0
2030,4,13,76.0
2030,4,14,76.0
2030,4,15,76.0
2030,4,16,76.0
2030,4,17,76.0
2030,4,18,76.0
2030,4,19,76.0
2030,4,20,76.0
2030,4,21,76.0
2030,4,22,76.0
2030,4,23,76.0
2030,4,24,76.0
2030,4,25,76.0
2030,4,26,76.0
2030,4,27,76.0
2030,4,28,76.0
2030,4,29,76.0
2030,4,30,76.0
2030,5,1,76.0
2030,5,2,76.0
2030,5,3,76.0
2030,5,4,76.0
2030,5,5,76.0
2030,5,6,76.0
2030,5,7,76.0
2030,5,8,76.0
2030,5,9,76.0
2030,5,10,76.0
2030,5,11,76.0
2030,5,12,76.0
2030,5,13,76.0
2030,5,14,76.0
2030,5,15,76.0
2030,5,16,76.0
2030,5,17,76.0
2030,5,18,76.0
2030,5,19,76.0
2030,5,20,76.0
2030,5,21,76.0
2030,5,22,76.0
2030,5,23,76.0
2030,5,24,76.0
2030,5,25,76.0
2030,5,26,76.0
2030,5,27,76.0
2030,5,28,76.0
2030,5,29,76.0
2030,5,30,76.0
2030,5,31,76.0
2030,6,1,76.0
2030,6,2,76.0
2030,6,3,76.0
2030,6,4,76.0
2030,6,5,76.0
2030,6,6,76.0
2030,6,7,76.0
2030,6,8,76.0
2030,6,9,76.0
2030,6,10,76.0
2030,6,11,76.0
2030,6,12,76.0
2030,6,13,76.0
2030,6,14,76.0
2030,6,15,76.0
2030,6,16,76.0
2030,6,17,76.0
2030,6,18,76.0
2030,6,19,76.0
2030,6,20,76.0
2030,6,21,76.0
2030,6,22,76.0
2030,6,23,76.0
2030,6,24,76.0
2030,6,25,76.0
2030,6,26,76.0
2030,6,27,76.0
2030,6,28,76.0
2030,6,29,76.0
2030,6,30,76.0
2030,7,1,76.0
2030,7,2,76.0
2030,7,3,76.0
2030,7,4,76.0
2030,7,5,76.0
2030,7,6,76.0
2030,7,7,76.0
2030,7,8,76.0
2030,7,9,76.0
2030,7,10,76.0
2030,7,11,76.0
2030,7,12,76.0
2030,7,13,76.0
2030,7,14,76.0
2030,7,15,76.0
2030,7,16,76.0
2030,7,17,76.0
2030,7,18,76.0
2030,7,19,76.0
2030,7,20,76.0
2030,7,21,76.0
2030,7,22,76.0
2030,7,23,76.0
2030,7,24,76.0
2030,7,25,76.0
2030,7,26,76.0
2030,7,27,76.0
2030,7,28,76.0
2030,7,29,76.0
2030,7,30,76.0
2030,7,31,76.0
2030,8,1,76.0
2030,8,2,76.0
2030,8,3,76.0
2030,8,4,76.0
2030,8,5,76.0
2030,8,6,76.0
2030,8,7,76.0
2030,8,8,76.0
2030,8,9,76.0
2030,8,10,76.0
2030,8,11,76.0
2030,8,12,76.0
2030,8,13,76.0
2030,8,14,76.0
2030,8,15,76.0
2030,8,16,76.0
2030,8,17,76.0
2030,8,18,76.0
2030,8,19,76.0
2030,8,20,76.0
2030,8,21,76.0
2030,8,22,76.0
2030,8,23,76.0
2030,8,24,76.0
2030,8,25,76.0
2030,8,26,76.0
2030,8,27,76.0
2030,8,28,76.0
2030,8,29,76.0
2030,8,30,76.0
2030,8,31,76.0
2030,9,1,76.0
2030,9,2,76.0
2030,9,3,76.0
2030,9,4,76.0
2030,9,5,76.0
2030,9,6,76.0
2030,9,7,76.0
2030,9,8,76.0
2030,9,9,76.0
2030,9,10,76.0
2030,9,11,76.0
2030,9,12,76.0
2030,9,13,76.0
2030,9,14,76.0
2030,9,15,76.0
2030,9,16,76.0
2030,9,17,76.0
2030,9,18,76.0
2030,9,19,76.0
2030,9,20,76.0
2030,9,21,76.0
2030,9,22,76.0
2030,9,23,76.0
2030,9,24,76.0
2030,9,25,76.0
2030,9,26,76.0
2030,9,27,76.0
2030,9,28,76.0
2030,9,29,76.0
2030,9,30,76.0
2030,10,1,76.0
2030,10,2,76.0
2030,10,3,76.0
2030,10,4,76.0
2030,10,5,76.0
2030,10,6,76.0
2030,10,7,76.0
2030,10,8,76.0
2030,10,9,76.0
2030,10,10,76.0
2030,10,11,76.0
2030,10,12,76.0
2030,10,13,76.0
2030,10,14,76.0
2030,10,15,76.0
2030,10,16,76.0
2030,10,17,76.0
2030,10,18,76.0
2030,10,19,76.0
2030,10,20,76.0
2030,10,21,76.0
2030,10,22,76.0
2030,10,23,76.0
2030,10,24,76.0
2030,10,25,76.0
2030,10,26,76.0
2030,10,27,76.0
2030,10,28,76.0
2030,10,29,76.0
2030,10,30,76.0
2030,10,31,76.0
2030,11,1,76.0
2030,11,2,76.0
2030,11,3,76.0
2030,11,4,76.0
2030,11,5,76.0
2030,11,6,76.0
2030,11,7,76.0
2030,11,8,76.0
2030,11,9,76.0
2030,11,10,76.0
2030,11,11,76.0
2030,11,12,76.0
2030,11,13,76.0
2030,11,14,76.0
2030,11,15,76.0
2030,11,16,76.0
2030,11,17,76.0
2030,11,18,76.0
2030,11,19,76.0
2030,11,20,76.0
2030,11,21,76.0
2030,11,22,76.0
2030,11,23,76.0
2030,11,24,76.0
2030,11,25,76.0
2030,11,26,76.0
2030,11,27,76.0
2030,11,28,76.0
2030,11,29,76.0
2030,11,30,76.0
2030,12,1,76.0
2030,12,2,76.0
2030,12,3,76.0
2030,12,4,76.0
2030,12,5,76.0
2030,12,6,76.0
2030,12,7,76.0
2030,12,8,76.0
2030,12,9,76.0
2030,12,10,76.0
2030,12,11,76.0
2030,12,12,76.0
2030,12,13,76.0
2030,12,14,76.0
2030,12,15,76.0
2030,12,16,76.0
2030,12,17,76.0
2030,12,18,76.0
2030,12,19,76.0
2030,12,20,76.0
2030,12,21,76.0
2030,12,22,76.0
2030,12,23,76.0
2030,12,24,76.0
2030,12,25,76.0
2030,12,26,76.0
2030,12,27,76.0
2030,12,28,76.0
2030,12,29,76.0
2030,12,30,76.0
2030,12,31,76.0
